ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO
2019-0038,2019-05-04,2019,5,4,PEATON,PEATON,FEMENINO,42,2019-05-05 00:00:00
2019-0039,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,2019-05-09 00:00:00
2019-0040,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,2019-05-15 00:00:00
2019-0042,2019-05-14,2019,5,14,PEATON,PEATON,MASCULINO,39,2019-05-14 00:00:00
2019-0045,2019-06-03,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33,2019-06-03 00:00:00
2019-0048,2019-06-07,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32,2019-06-07 00:00:00
2019-0050,2019-06-08,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21,2019-06-09 00:00:00
2019-0051,2019-06-11,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41,2019-06-11 00:00:00
2019-0054,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21,2019-06-20 00:00:00
2019-0055,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47,2019-06-21 00:00:00
2019-0058,2019-07-10,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39,2019-07-10 00:00:00
2019-0059,2019-07-13,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30,2019-07-13 00:00:00
2019-0061,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,58,2019-07-17 00:00:00
2019-0065,2019-08-08,2019,8,8,PEATON,PEATON,FEMENINO,55,2019-08-09 00:00:00
2019-0066,2019-08-11,2019,8,11,PEATON,PEATON,MASCULINO,40,2019-08-11 00:00:00
2019-0067,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35,2019-08-14 00:00:00
2019-0068,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,2019-08-14 00:00:00
2019-0069,2019-08-17,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,2019-08-17 00:00:00
2019-0070,2019-08-22,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,2019-08-22 00:00:00
2019-0072,2019-08-28,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,2019-09-02 00:00:00
2019-0073,2019-08-29,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,2019-09-06 00:00:00
2019-0074,2019-08-29,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,2019-08-29 00:00:00
2019-0075,2019-08-30,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,2019-08-30 00:00:00
2019-0076,2019-09-05,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,2019-09-05 00:00:00
2019-0077,2019-09-08,2019,9,8,PEATON,PEATON,FEMENINO,28,2019-09-08 00:00:00
2019-0079,2019-09-17,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,2019-09-17 00:00:00
2019-0086,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,2019-10-15 00:00:00
2019-0087,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,2019-10-21 00:00:00
2019-0088,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27,2019-10-22 00:00:00
2019-0091,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35,2019-11-01 00:00:00
2019-0092,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37,2019-11-03 00:00:00
2019-0100,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,2019-12-18 00:00:00
2019-0101,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,2019-12-17 00:00:00
2019-0103,2019-12-18,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24,2019-12-18 00:00:00
2020-0002,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,2020-01-07 00:00:00
2020-0003,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44,2020-01-11 00:00:00
2020-0005,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,2020-02-10 00:00:00
2020-0006,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,2020-01-20 00:00:00
2020-0007,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52,2020-01-27 00:00:00
2020-0008,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,2020-01-30 00:00:00
2020-0009,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48,2020-02-05 00:00:00
2020-0011,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,2020-02-12 00:00:00
2020-0013,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58,2020-03-03 00:00:00
2020-0015,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,2020-02-28 00:00:00
2020-0018,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,2020-03-09 00:00:00
2020-0023,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,2020-05-03 00:00:00
2020-0024,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,2020-04-24 00:00:00
2020-0026,2020-05-17,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28,2020-05-17 00:00:00
2020-0030,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,2020-06-16 00:00:00
2020-0031,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,2020-06-30 00:00:00
2020-0032,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,2020-07-10 00:00:00
2020-0033,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,2020-07-19 00:00:00
2020-0035,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,2020-08-04 00:00:00
2020-0037,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38,2020-08-29 00:00:00
2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,2020-08-30 00:00:00
2020-0039,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44,2020-09-01 00:00:00
2020-0041,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,2020-09-28 00:00:00
2020-0042,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53,2020-09-29 00:00:00
2020-0044,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,2020-10-05 00:00:00
2020-0045,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,2020-10-19 00:00:00
2020-0046,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,2020-10-27 00:00:00
2020-0048,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,2020-10-29 00:00:00
2020-0049,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36,2020-10-30 00:00:00
2020-0050,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28,2020-11-01 00:00:00
2020-0051,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,2020-11-05 00:00:00
2020-0056,2020-11-21,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34,2020-11-21 00:00:00
2020-0058,2020-11-24,2020,11,24,PEATON,PEATON,MASCULINO,57,2020-11-25 00:00:00
2020-0059,2020-12-01,2020,12,1,PEATON,PEATON,FEMENINO,49,2020-12-14 00:00:00
2020-0061,2020-12-03,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45,2020-12-04 00:00:00
2020-0063,2020-12-05,2020,12,5,PEATON,PEATON,MASCULINO,38,2020-12-05 00:00:00
2020-0065,2020-12-05,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24,2020-12-06 00:00:00
2020-0066,2020-12-07,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27,2020-12-07 00:00:00
2020-0067,2020-12-11,2020,12,11,PEATON,PEATON,MASCULINO,51,2020-12-11 00:00:00
2020-0073,2020-12-20,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56,2020-12-20 00:00:00
2020-0074,2020-12-20,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39,2020-12-20 00:00:00
2020-0075,2020-12-23,2020,12,23,PEATON,PEATON,MASCULINO,23,2020-12-23 00:00:00
2020-0077,2020-12-25,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30,2020-12-25 00:00:00
2020-0079,2020-12-27,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28,2020-12-27 00:00:00
2021-0001,2021-01-06,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36,2021-01-06 00:00:00
2021-0002,2021-01-07,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47,2021-01-07 00:00:00
2021-0003,2021-01-10,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27,2021-01-10 00:00:00
2021-0008,2021-01-22,2021,1,22,PEATON,PEATON,MASCULINO,28,2021-01-22 00:00:00
2021-0009,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31,2021-01-23 00:00:00
2021-0010,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28,2021-01-23 00:00:00
2021-0011,2021-01-27,2021,1,27,PEATON,PEATON,MASCULINO,21,2021-01-27 00:00:00
2021-0013,2021-01-31,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41,2021-01-31 00:00:00
2021-0014,2021-02-02,2021,2,2,PEATON,PEATON,MASCULINO,28,2021-02-18 00:00:00
2021-0015,2021-02-06,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26,2021-02-06 00:00:00
2021-0016,2021-02-14,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22,2021-02-14 00:00:00
2021-0017,2021-02-17,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33,2021-02-17 00:00:00
2021-0018,2021-02-20,2021,2,20,PEATON,PEATON,MASCULINO,36,2021-03-08 00:00:00
2021-0019,2021-02-21,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30,2021-02-21 00:00:00
2021-0021,2021-02-26,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39,2021-03-04 00:00:00
2021-0023,2021-03-01,2021,3,1,CONDUCTOR,MOTO,MASCULINO,24,2021-03-01 00:00:00
2021-0025,2021-03-11,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37,2021-03-11 00:00:00
2021-0026,2021-03-15,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36,2021-03-15 00:00:00
2021-0029,2021-03-31,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26,2021-04-02 00:00:00
2021-0030,2021-04-03,2021,4,3,PEATON,PEATON,MASCULINO,36,2021-04-07 00:00:00
2021-0033,2021-04-14,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33,2021-04-14 00:00:00
2021-0035,2021-05-03,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24,2021-05-03 00:00:00
2021-0036,2021-05-09,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36,2021-05-09 00:00:00
2021-0037,2021-05-11,2021,5,11,PEATON,PEATON,FEMENINO,58,2021-05-11 00:00:00
2021-0038,2021-05-14,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44,2021-05-14 00:00:00
2021-0040,2021-05-20,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27,2021-05-20 00:00:00
2021-0042,2021-05-21,2021,5,21,PEATON,PEATON,MASCULINO,39,2021-05-21 00:00:00
2021-0043,2021-05-22,2021,5,22,PEATON,PEATON,MASCULINO,50,2021-05-22 00:00:00
2021-0045,2021-05-26,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22,2021-05-26 00:00:00
2021-0047,2021-06-02,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59,2021-06-02 00:00:00
2021-0050,2021-06-10,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56,2021-06-10 00:00:00
2021-0053,2021-06-20,2021,6,20,PEATON,PEATON,MASCULINO,58,2021-06-30 00:00:00
2021-0054,2021-06-22,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41,2021-06-22 00:00:00
2021-0057,2021-07-10,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46,2021-07-10 00:00:00
2021-0058,2021-07-21,2021,7,21,PEATON,PEATON,MASCULINO,24,2021-07-21 00:00:00
2021-0061,2021-07-24,2021,7,24,PEATON,PEATON,FEMENINO,55,2021-07-24 00:00:00
2021-0064,2021-08-02,2021,8,2,PEATON,PEATON,MASCULINO,37,2021-08-03 00:00:00
2021-0066,2021-08-06,2021,8,6,PEATON,PEATON,MASCULINO,59,2021-08-09 00:00:00
2021-0067,2021-08-08,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27,2021-08-08 00:00:00
2021-0068,2021-08-15,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39,2021-08-15 00:00:00
2021-0070,2021-08-28,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31,2021-08-28 00:00:00
2021-0072,2021-09-01,2021,9,1,PEATON,PEATON,FEMENINO,57,2021-09-01 00:00:00
2021-0074,2021-09-20,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55,2021-09-20 00:00:00
2021-0076,2021-10-16,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31,2021-10-16 00:00:00
2021-0077,2021-10-18,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31,2021-10-18 00:00:00
2021-0078,2021-10-23,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22,2021-10-23 00:00:00
2021-0080,2021-10-28,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32,2021-10-28 00:00:00
2021-0081,2021-11-02,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26,2021-11-02 00:00:00
2021-0082,2021-11-06,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38,2021-11-06 00:00:00
2021-0083,2021-11-09,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30,2021-11-09 00:00:00
2021-0084,2021-11-11,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32,2021-11-11 00:00:00
2021-0085,2021-11-20,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49,2021-11-20 00:00:00
2021-0088,2021-12-01,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45,2021-12-07 00:00:00
2021-0089,2021-12-02,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41,2021-12-11 00:00:00
2021-0091,2021-12-11,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24,2021-12-11 00:00:00
2021-0092,2021-12-12,2021,12,12,PEATON,PEATON,FEMENINO,50,2021-12-12 00:00:00
2021-0095,2021-12-30,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27,2022-01-02 00:00:00
